company_name,company_code,question,answer,ask_date
上港集团,(600018),2022年年报第17页中“主营业务分行业、分产品、分地区、分销售模式情况”显示上港集团营收合计为361.95亿，而同一页公布的上港集团营收为372.80亿，存在十多亿的差别。统计前几年的年报发现也有类似现象，每年的差别大致为十来亿，请问出现这种差别的原因是什么，中间相差的十来亿具体是指什么。,公司按照会计准则和监管要求披露财务数据。2022年，公司营业收入为372.80亿元，其中包含主营业务收入及租金等其他业务收入。,2023年05月23日
上港集团,(600018),上港集团负债率很低，营业现金流长期充沛，但是今年的股利支付率却仅有19%，且过去数年一直保持较低水平。作为一个现金流充沛的企业，上港集团为何要留存大量现金而不进行分配呢？在资本市场上，许多负债率和经营现金流状况逊于上港集团的国企，其股利支付率却可以达到30%以上。作为投资者，请上港集团对此做出解释。,公司利润分配方案以经审计的母公司财务报表数为基准，2022年年度利润分配方案合计拟派发现金红利总额超过公司2022年可分配利润的50%，满足《公司章程》中现金分红比例的规定。在制定此方案时，公司已充分考虑发展战略、项目重大资金支出安排，并平衡了对投资者的合理回报和公司的可持续发展需求。公司将持续提升竞争力，努力提高盈利能力和盈利水平，致力于实现对投资者长期持续稳定的回报。,2023年05月19日
上港集团,(600018),关于22亿委托贷款利率为2.3％，如果是上港集团的全资子公司，是否应考虑市场化利率；如果不是全资子公司，是否存在利率折扣过多的问题，是否会损害股东利益？,公司年报中披露的单项委托贷款情况，是公司下属子公司按照股权比例，对包含公司在内的股东，按照同等条件发放的委托贷款，不存在损害股东利益的情况。,2023年05月09日
上港集团,(600018),上港集团其他应收款中计提了2.02亿的房地产包销款坏账，占比很大。作为股东，感觉损失很痛心，请问上港集团后期对于此类坏账风险有何改进管控措施？,公司根据《企业会计准则》，结合实际情况制定了《营业收入管理办法》、《资产减值准备计提与财务核销管理办法》等制度，旨在建全客户信用及应收款项管理机制，有效控制和降低坏账风险。,2023年05月04日
上港集团,(600018),上港集团负债率很低，营业现金流长期充沛，但是为什么分红率却一直保持在30%以下的较低水平？,公司利润分配方案以经审计的母公司财务报表数据为基准，2022年年度利润分配方案合计拟派发现金红利总额超过2022年可分配利润的50%，符合《公司章程》中现金分红比例的要求。在制定此方案时，已统筹考虑了公司发展战略、项目重大资金支出安排，以及对投资者的合理回报和公司的可持续发展。公司将持续致力于提升自身竞争力，提高盈利能力和盈利水平，以实现对投资者长期持续稳定的回报。,2023年04月25日
上港集团,(600018),上港集团如何践行国家号召，促进国有资产保值增值。为何这一点点分红是否显得过于吝啬。是否认为上港集团股价严重高估，应跌至三块左右更为合适？,公司不断完善现代企业治理体系，不断深化体制机制改革，聚焦主业核心竞争力，以新发展理念统筹港口运营管理能力、综合服务能力，加快数智化转型。近年来，公司主业保持快速发展，经济运行质量稳步提升，有效促进了国有资产保值增值。公司年度分红方案严格遵循《公司章程》及有关分红政策的规定，并在制定过程中充分考虑了发展战略以及项目重大资金支出安排，力求兼顾对投资者的合理回报和公司的可持续发展。公司未来将致力于提升自身竞争力，进一步提高盈利能力和盈利水平，旨在为投资者实现长期持续稳定的投资回报。,2023年04月12日
上港集团,(600018),上港集团目前有多少泊位？上港集团的泊位停靠能力如何？这些泊位分布在哪些地方？,上海港集装箱码头主要分布在洋山、外高桥、吴淞三大港区，其中，洋山港区集装箱泊位超过二十个，可满足一万标准箱以上超大型集装箱船舶全天候满载进出港。,2023年04月06日
上港集团,(600018),上港集团不断盈利不断大手笔投资，请问如何善待中小股东？,公司的发展需要所有投资者的帮助和支持，我们锐意进取，求真务实，在广大投资者的支持下实现了经营业绩、资产规模和市场竞争力的稳步提升。公司始终坚持规范运作，高度重视股东权益保护，特别是中小股东权益。公司矢志推进高质量发展，积极提升经营效益，确保公司利润可持续增长，并秉持发展企业、回报股东、回报社会的理念。为加强沟通交流，我们通过多种渠道与投资者保持紧密联系。,2023年04月04日
上港集团,(600018),年报和分红计划的公布时间请问上港集团何时可以公布。建议上港集团未来增加分红，以便改善其在资本市场上的形象并树立价值投资的典范，从而促进国有股权的价值提升与增值，这是正确的道路，上港集团应向其他优秀的央企国企学习。,根据公司在上交所预约的年度报告披露时间，公司将于2023年4月4日对外公布2022年年度报告，并同时披露公司年度利润分配方案。,2023年03月29日
上港集团,(600018),上港集团目前业务量比往年如何？对今年业绩影响有多大？,公司月度和往年业务量情况在公司官网（www.portshanghai.com.cn）上进行了披露，建议您查阅。,2023年03月01日
上港集团,(600018),上港集团严总提到2023年10项重点工作，其中第5项推动上港集团传统主业向产业链两端延伸和第7项深化国资国企改革的主要举措有哪些？,公司在推动传统主业向产业链两端延伸方面，将继续贯彻落实“长三角一体化”发展战略，加快新区域拓展，加速新业态培育。在深化国资国企改革方面，公司将按计划推进锦江航运分拆上市等工作。,2023年02月06日
上港集团,(600018),上港集团，罗泾港区集装箱码头改造一期已开始动工建设，估计何时可以完工投入运行？,上海港罗泾港区集装箱改造一期工程已于2022年12月开工建设，计划建设周期为一年。,2023年02月06日
上港集团,(600018),上港集团，咨询两个问题：1、上港集团在2023年，是否会探索地主港管理模式？2、上港集团在2023年，是否与贸易、金融互动发展，构建产业生态计划？,"1. 地主港管理模式是港口管理当局发展当地港口设施的一种常见做法，欧美等国外大部分港口均采用这种模式。
2. 在“十四五”期间，公司计划积极利用新科技手段，开拓新区域市场，目标在于构建并保持领先优势，发展新型服务业态。为此，公司将通过创新应用云平台、金融科技及5G等新技术，赋能码头创新平台生态的建设与发展。",2023年01月31日
上港集团,(600018),上港集团在2023年是否会探索地主港管理模式？上港集团在2023年是否会与贸易、金融互动发展，构建产业生态计划？,一、地主港管理模式是欧美等国外港口普遍采用的一种港口设施发展做法。二、“十四五”期间，公司计划积极利用新科技，开辟新区域市场，致力于构建领先优势，开发新的服务业态，并通过创新应用云平台、金融科技及5G等新技术来赋能码头创新平台生态。,2023年01月20日
上港集团,(600018),上海服务国家一带一路建设发挥桥头堡作用行动方案中，明确上港集团作为打造海上丝绸之路港航合作机制以及进一步拓展完善航线航班网络布局的责任部门，想请问一下上港集团目前在这两方面的推进进度。,公司持续提升港口智能化、自动化水平，通过投入自动化码头新设备设施以及持续推进传统码头的智能化改造，助力码头产能升级，不断强化“海丝桥头堡”服务优势。公司正持续推进以色列海法新港项目，该项目作为公司积极响应“一带一路”倡议的标志性项目，已于2022年9月顺利运行一周年。公司下属航运子公司在不断扩大航运服务网络，不断提升互联互动服务能力。,2023年01月13日
上港集团,(600018),自从上港集团发布分拆上市以来，上港集团股票基本以下跌为主，请问上港集团股票分拆上市时间表何时公布？是否已取消分拆上市计划？,公司目前正在积极推进分拆上市事宜，具体进展情况请以公司对外披露的公告为准。,2022年12月15日
上港集团,(600018),请问上港集团旗下的海港未来LNG船运营情况怎么样，产能利用率达到什么状况？,“海港未来”轮是一艘2万立方米LNG燃料加注船，可满足目前最大的LNG动力船舶的一次性加注需求。3月15日，上海港完成中国港口首次LNG“船到船”同步加注作业，为达飞集团LNG动力超大型集装箱船“锡米”号提供保税LNG同步加注作业服务。10月25日，公司为达飞集团LNG动力超大型集装箱船“LIBERTY”号再次提供保税LNG同步加注作业服务，本次加注作业历时11.5小时，服务效率实现进一步突破。当前，上海港保税LNG加注业务已实现常态化运营。,2022年11月15日
上港集团,(600018),上港集团，中远海控取代上港集团的所属集团，成为公司新的二股东。这对上港集团有什么不利影响吗？,"中国远洋海运集团有限公司计划将其持有的3,476,051,198股股份通过协议转让方式转让给中远海运控股股份有限公司。交易完成后，中国远洋海运集团有限公司将不再直接持有公司股份，而中远海运控股股份有限公司将成为持股比例超过5%的股东。此次权益变动不影响公司第一大股东及实际控制人身份。根据披露的权益变动报告，交易完成后，中远海控将进一步深化与上港集团的战略合作关系，强化供应链各环节的融合协同，并以资本为纽带，推动各方参与数字航运建设，助力构建国内大循环为主体、国内国际双循环相互促进的新发展格局。详情请参阅权益变动报告内容。",2022年10月31日
上港集团,(600018),上港集团股价常年在净资产上下。请问上港集团是否有意回购股份并注销，以增强国有控股权，应追求类似国有四大行的高度控股权，避免国有资产价值流向外人。对此您怎么看？,公司目前无股份回购计划。,2022年10月31日
上港集团,(600018),首先感谢贵公司不厌其烦地回复我们提出的问题。请问，将带有时间和姓名的股票交易软件持仓截图以及身份证一并扫描发送至上港集团邮箱，是否可以获知非定期报告相关时点的上港集团股东人数？盼明确具体答复。例如，截至2022年9月20日，上港集团的股东人数是多少？,公司严格按照有关法律法规及相关规定履行信息披露义务，在定期报告中公开披露报告期末的股东人数情况。您可致电021-35308688进行咨询。,2022年09月26日
上港集团,(600018),上港集团是否建立财务共享中心，如建立，请问具体是在哪一年？如果按照1-5分对财务共享相关的组织人员、业务流程、运营管理以及信息系统的运行水平进行评分（1代表水平较差，5代表水平极高），上港集团对这四项分别打多少分？如果按照初建期、提升期、稳定期、成熟期、卓越期和衰退期来描述财务共享实施的阶段，上港集团认为自身处于哪一阶段？如果没有建立财务共享中心，上港集团是否有使用大数据等信息技术进行财务集中核算处理？期待回答。,公司目前尚未建立财务共享中心。公司通过建立规范的财务管理制度和流程，保障财务系统有效运行。,2022年09月26日
上港集团,(600018),请问上港集团原董事长陆海祜是哪里人，出生地是哪里？,关于公司董监高基本信息，请参阅公司在上海证券交易所及指定信息披露媒体发布的相关公告。,2022年09月29日
上港集团,(600018),每年上港集团投入海港足球俱乐部多少钱，不能用来回报股民吗？,公司涉足足球事业，是公司发展自身、回报社会，积极履行社会责任并投身上海城市建设和体育发展的一项内容。公司一贯重视股东投资回报，自上市以来始终按照《公司章程》的有关规定，实施积极的股利政策，坚持高比例现金分红，切实维护股东权益。,2022年08月29日
上港集团,(600018),首先感谢贵公司不辞辛劳地回复我们提出的问题。请问，将带有时间和姓名的股票交易软件持仓截图和身份证一并扫描发送至上港集团公司的邮箱，可以获知非定期报告相关时点的上港集团股东人数吗？盼贵公司能给出具体、明确的答复。例如，截至2022年8月20日，上港集团的股东人数是多少？,公司严格按照有关法律法规及相关规定履行信息披露义务，在定期报告中公开披露报告期末的股东人数情况。2022年8月30日，公司披露了2022年半年度报告，其中包含截至2022年6月30日的股东户数信息，建议查阅。如有需要，可拨打公司投资者热线021-35308688进行咨询。,2022年08月24日
上港集团,(600018),请问上港集团足球俱乐部是否属于上港集团的子公司？,公司于2014年完成了对上海东亚足球俱乐部的整体收购后，足球俱乐部成为公司的子公司。,2022年08月22日
上港集团,(600018),问题1、上港集团市值长时间处于合理估值以下，请问上港集团是否有市值管理的计划？2、关于公众持股量（比例），观察22年7月29日数据，控股股东合计持股比例83.2％，上港集团的公众持股量（比例）是否符合证监会要求？大比例股份被关联股东持有及占比较低的公众持股量（比例），一般会导致股东权益受损。请答疑解惑。,"关于市值管理方面，股价波动受多种因素影响，公司基本面是重要因素，同时宏观经济状况和二级市场供求关系的影响也不容忽视。公司重视市值管理，致力于保持业绩可持续增长，并通过官网、邮箱、投资者热线、股东大会、业绩说明会、投资者接待、上证E互动等渠道加强与投资者的沟通交流，有效传递公司发展价值。

其次，在公众持股比例方面，公司股本总额为人民币232.84亿元。根据《上海证券交易所股票上市规则》15.1相关规定，社会公众股东持有的股份需高于公司总股本的10%，以满足股权分布的上市条件。目前，公司社会公众股东持有的股份比例符合这一规定要求。",2022年08月11日
上港集团,(600018),上港集团21年分红44亿（还没到手），全员薪酬73亿（已经装到荷包），看着这些冰冷的数据，产生强烈对比，请上港集团说明一下，以便理解。,《公司章程》规定，公司应采取积极的股利政策，每年分配不少于当年利润50％的可分配利润给股东，分配方式可为现金、股票或两者结合，以及其他法律、行政法规许可的形式。其中，优先考虑现金分红。公司自上市以来，分红比例始终符合《公司章程》的规定，维持了较高的分红派息比例。另外，《公司章程》还规定，股东大会通过派现、送股或资本公积转增股本提案后，公司须在股东大会结束后2个月内实施具体方案。2022年6月28日，公司召开了2021年年度股东大会，审议通过了公司2021年度利润分配方案，公司将严格遵循《公司章程》相关规定执行，并按规定履行信息披露义务，请关注公司公告。,2022年08月03日
上港集团,(600018),上港集团在职员工13546，退休人员28729，请问退休人员都是社会统筹吗？21年薪酬方面支出73.5亿，占上港集团总营收343亿的21.4％，占上港集团总营业成本266亿的27.6％，同行业宁波港同口径占比分别为18.6％和22.8％，请问是什么原因造成这种较大差异？,公司离退休人员依据国家法规，按月领取由社会保险部门发放的基本养老金。关于职工薪酬信息，请参阅2021年年度报告“第十节财务报告”下的“七、合并财务报表项目注释”中“应付职工薪酬”部分。宁波港相关信息，请关注其对外披露的信息。,2022年08月03日
上港集团,(600018),查阅资料：上港集团母港本部利润占比约45%，宁波港母港本部利润占比约75%，绝对数上港集团本部毛利润79亿、宁波港毛利润49亿。上港集团21年短期薪酬（工资、奖金、津贴和补贴）合计50亿，占营收14.6%，宁波港21年短期薪酬（工资、奖金、津贴和补贴）合计30亿，占营收12.9%。上港集团投资（见长期股权投资及收益）业务出众，本部业务表现一般，已制定大规模的股权激励方案，但覆盖率过大，金额过多，指标过低，请解释。,公司本次股权激励业绩考核指标的选取，综合反映了公司战略发展目标、股东回报质量、业务持续增长能力与运营质量情况。考核目标在设定时，充分考虑了公司经营状况、未来发展规划以及港口行业的发展特性。公司设定的指标体系与实际情况和发展目标相符合。除公司层面业绩考核之外，还对激励对象设置了严格的个人绩效考核机制，以实现对激励对象工作绩效的准确全面评价。因此，本次股权激励的考核指标具有科学性和合理性，能够有效约束激励对象，并达到计划预设的考核目的。,2022年08月01日
上港集团,(600018),"关于上港集团股权激励指标的质疑：

1、净资产收益率：考察2017年至2021年数据，上港集团的净资产收益率分别为17.9、14.21、11.46、9.8、15.8，为何设定为8点多？

2、净利润增长率：回顾2017至2021年，与前一年同比增长分别为4.28、19.37、13.5、-12.41、80.83，激励方案为何选择以20年的数据作为基数？并且，4.%的增长率几乎等同于无风险收益率。

3、港口科技投入，这主要是管理层增加预算的决策，设定这个指标有何具体意图？

4、关于标准箱：考察2017年至2021年期间，上港集团的标准箱相关数据。",公司本次股权激励业绩考核指标的选取，综合反映了公司战略发展目标、股东回报质量、业务持续增长能力与运营质量情况。考核目标兼顾了公司经营状况、未来发展规划及港口行业的发展特性，指标体系设定符合公司实际情况和发展目标。除公司层面业绩考核外，还对激励对象设置了严格的个人绩效考核，确保能够对激励对象的工作绩效进行全面且准确的评价。因此，公司本次股权激励的考核指标设定具备科学性和合理性，同时对激励对象具有约束效果，以达成计划的考核目的。,2022年07月29日
