字段1,字段2,字段3,字段4,文本,文本1
,,,,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，公司23年三季报显示公司净现金流同比大幅降低130.48%。根据碧湾APP分析，净现金流为-156.61亿元，去年同期为513.75亿元，由正转负的原因是偿还债务支付的现金本期为721.29亿元，同比增加37.29%。请问偿还债务支付的现金增加的原因是什么？
						","
							您好，公司2023年三季报净现金流量降低的主要原因是由于公司投资活动现金净流量同比下降所致，报告期内公司之子公司上海汽车集团财务有限责任公司根据流动性需要，调整了金融资产的配置，投资支付的现金同比增加。
						",2024年01月22日 17:25,2024年02月08日 16:07,上汽集团,(600104)
"
							:上汽集团(600104)董秘，请问今年年报分红会不会和去年一样。低于当年实现利润的30%。分红变少，是企业经营压力大，业绩预期变差的直接明示。
						","
							您好，《公司章程》中关于利润分配政策有明确的规定：“公司年度内现金分红总额（包括中期已分配的现金红利）不低于当年度经审计合并报表归属于上市公司股东的净利润的百分之三十。公司当年度实施股票回购所支付的现金视同现金股利。”公司将充分考虑对投资者的回报并兼顾公司可持续发展的需要，合理制定年度分红方案。
						",2024年01月22日 17:18,2024年02月08日 16:06,上汽集团,(600104)
"
							:上汽集团(600104)请问公司的IMOS相关的软件开发是否采用了SDLC进行生命周期管理以提高软件质量；及是否对相关的软件进行了建立了SDL软件安全开发周期管理，避免所有联网设备都可能存在的潜在的网络安全攻击? 如果未使用上述方法，行业内是否有其他的技术或流程措施能够避免类似最近的bug再次发生?   
						","
							您好，公司高度重视智能联网汽车的网络安全，致力给用户带来高品质、可信赖的产品和服务体验，感谢您的关注。
						",2024年01月08日 11:56,2024年02月08日 16:04,上汽集团,(600104)
"
							:上汽集团(600104)作为一名投资者，我想请教董秘一个问题：某些厂商的自动驾驶技术仅达到L2级别就和爱国情怀深度绑定叫好，为什么你们2021年就量产的L3灵魂技术没有人提起？是不是上汽和某些机构联合融资融券一起做空自己的股票来盈利？如果不存在为什么上汽的所有利好都被掩盖无视？为什么自己掌握自己的灵魂要被叫成利空？为什么到上汽这里变成了要当奴隶才是利好，有自主想法的灵魂变成了利空？为什么会有这怪异现象？
						","
							您好，感谢您的关注。
						",2024年01月17日 13:03,2024年01月26日 18:10,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，上汽作为中国汽车业的领军企业，在车规级芯片制造方面是否有自己的布局？中国新能源汽车在全球现是高歌猛进。这非常可喜，但居安思危，也应该看到美欧等国绝不会任由中国新能源汽车业一帆风顺的发展，对中国车企的遏制和打压也许随时会展开。上汽集团作为国内最先进的公司，是否在面对美欧制裁时可以从容应对，是否可以正常生产经营。这才是关键，也是公司的底气所在！希望公司像华为公司一样，有自己的技术储备。
						","
							您好，感谢您的关注和建议。公司正大力推进车规级芯片国产化工作，有序实现国产芯片的上车应用。
						",2024年01月17日 10:10,2024年01月26日 18:10,上汽集团,(600104)
"
							:上汽集团(600104)么司1月第二星期，智己LS6为什销量下滑那么历害？产品质量有问题吗？智己LS6可是被很多人看好的，别又搞砸了
						","
							您好，主要是国内新能源车市场在去年底冲量后，今年开局相对慢热，市场整体环比有所下滑，但同比依然保持高速增长，智己LS6在同类竞品中销售表现抢眼，继续蝉联“中大型纯电SUV”周度销量冠军。
						",2024年01月17日 09:10,2024年01月26日 18:10,上汽集团,(600104)
"
							:上汽集团(600104)你好董秘，请问上汽去年计划的半固态电池汽车，24年上半年能否如期发布，大概几月份发布? 最新的半固态电池汽车进展如何？   
						","
							您好，从今年起，半固态电池将率先在智己L6等新品上实现量产应用，公司正加紧推进相关工作，力争早日将产品投放市场。
						",2024年01月16日 14:52,2024年01月26日 18:10,上汽集团,(600104)
"
							:上汽集团(600104)公司股票持续低迷，2024年是否有回购计划准备实施？荣威、名爵市占率较低，是否制定有战略性方案进行调整？
						","
							您好，公司第三期回购自2023年6月开始，回购期限不超过12个月，公司会在回购期限内根据市场情况择机做出回购决策，予以实施，并根据回购股份事项进展情况及时履行信息披露义务。
荣威名爵将优化和推进产品布局，加强海内外市场联动，扩大品牌声量。
						",2024年01月16日 12:59,2024年01月26日 18:10,上汽集团,(600104)
"
							:上汽集团(600104)第一次回购，大股东增持，到第二第三次回购，作为公司的老粉眼看第三次回购，继续下跌，同时由于回购算分红金额，导致股东拿到手的现金分红更少，回购注销的作用不但没有反而成了鸡肋；强烈建议公司，2023年度的分红方案来一个股份高送转，10送10或者10转10，封锁住下跌的空间，打开想象的空间，同时也让大家看到上汽管理者做出更多的尝试。不要局限于我们按照相关文件优先分红等，那些文件又拯救不了公司口碑，你说对不对？望采纳
						","
							您好，感谢您的关注和建议。
						",2024年01月16日 12:32,2024年01月26日 18:09,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，贵公司与豪恩汽电有合作吗？ 
						","
							您好，该事宜敬请咨询相关公司。
						",2024年01月15日 15:51,2024年01月26日 18:09,上汽集团,(600104)
"
							:上汽集团(600104)公司有研发固态电池吗？预计固态电池2024年会装车使用吗？ 
						","
							您好，公司一直致力于先进电池技术的研发和布局，并已于2023年8月与国内领先的固态电池企业清陶能源合资成立了上汽清陶，该公司致力通过低成本材料和创新技术，在保持电池高安全性的前提下，打造超高性价比的新一代固态电池，并实现在整车上的产业化应用，为消费者打造真正安全节能、高性价比的“爆款电动车”。2024年起半固态电池将在公司不同车型上实现量产应用。
						",2024年01月15日 14:59,2024年01月26日 18:09,上汽集团,(600104)
"
							:上汽集团(600104)你好，董秘，公司在红海的商船又受到影响吗？ 
						","
							您好，目前国内发往欧洲的航船已普遍采用绕行好望角的方式，后续公司将视情况变化，经综合评估后采取相应的航行策略。
						",2024年01月15日 13:15,2024年01月26日 18:09,上汽集团,(600104)
"
							:上汽集团(600104)请问贵公司在飞行汽车领域有没有研发投入？同行车企有许多家已有研发成果。小鹏汽车已公布其一体式和分体式飞行汽车，今年第四季度开始预订，明年开始量产交付，其分体式车型可自动分离结合变形。而国内的吉利、广汽等车企也已有研发成果和量产时间表。请问上汽对此新发展是否感到了竞争的紧迫，会不会反应迟钝而再次错过下一个风口？如有研发，能不能透露研发进度如何以及何时量产上市。 
						","
							您好，截至目前没有相关计划，感谢您的关注和建议。
						",2024年01月11日 18:14,2024年01月26日 18:09,上汽集团,(600104)
"
							:上汽集团(600104)尊敬的董秘，您好！我在查阅您公司ESG报告时，发现贵公司在其中披露了财务信息，贵公司已经在年报中披露过财务信息了，为什么还要在ESG报告中披露呢？
						","
							您好，主要是为了方便ESG报告的阅读者或使用者了解公司主要经营信息，感谢您的关注。
						",2024年01月10日 15:19,2024年01月26日 18:09,上汽集团,(600104)
"
							:上汽集团(600104)2023年业绩快报准备发吗？
						","
							您好，如根据法规要求出现应发布业绩预告或业绩快报的情形，公司将相应履行信息披露义务。
						",2024年01月10日 08:48,2024年01月26日 18:09,上汽集团,(600104)
"
							:上汽集团(600104)请问中国头部汽车经销商广汇汽车是否与上汽集团有销售代理合作？公司24年能否推出固态电池新能源汽车？公司新能源汽车的智能化有哪些亮点？
						","
							您好，广汇汽车作为头部汽车经销商，与国内主要整车企业都有销售代理合作。
从今年起，半固态电池将率先在智己L6等新品上实现量产应用。
在智能化方面，上汽打造行业内领先的“中央计算+区域控制”的全栈3.0智能车解决方案，全栈3.0是以智能驾驶和融合体验为终局，实现“舱、驾、算、联”四域合一，域控制器数量减半、数据带宽提升5倍、线束长度减少30%、OTA速度提升70%，IOT生态深度互融，支持数据闭环，让车辆具备很强的自学习、自进化和自成长能力，实现端到端的用户安全舒心出行体验。上市即爆款的智己LS6具备“一键AI代驾”，以及“一键脱困”、“一键贴边”、“一键循迹”等创新功能，有效解决“停车难、倒车难”等用户痛点，并且智己汽车目前已在全国范围开通高速高架NOA（领航辅助驾驶），覆盖全国333城高速路段和59城高架路段，适用道路总长40.6万公里，近期还在上海启动了城市NOA试运行，让用户日常通勤更智能、更轻松。这些都是上汽在智能化方面的最新成果，欢迎您试用体验。
						",2024年01月09日 08:45,2024年01月26日 18:09,上汽集团,(600104)
"
							:上汽集团(600104)2023年前三季度上汽集团营业总收入5223亿，净利润114亿，比亚迪营业总收入4223亿，净利润214亿，同为整车企业，为何两者利润率相差如此之大？
						","
							您好，面对日益激烈的市场竞争，公司正加快向智能电动车新赛道的转型步伐，不仅要在电动化方面提升成本竞争力，更要在智能化方面加大投入、实现行业领跑，踏踏实实造好车，让用户买得起、用得好、开得爽，让更多的“上汽车”驶向全球市场，并在市场竞争的长跑中，展现发展的韧劲，回报广大用户和投资者的信任和支持。
						",2024年01月08日 10:18,2024年01月26日 17:56,上汽集团,(600104)
"
							:上汽集团(600104)近段时间网上传智己车故障，674位车主客服电话打爆？？有此事吗 
						","
							您好，智己汽车已诚恳回应并积极处理相关问题，并致力给用户带来更好的产品和服务体验，感谢您的关注。
						",2024年01月03日 15:04,2024年01月26日 17:56,上汽集团,(600104)
"
							:上汽集团(600104)上汽皮卡车的后排座能否做的更舒服点。请向有关部门转告。谢谢！ 
						","
							您好，感谢您的关注和建议，已将您的建议转告相关部门。
						",2024年01月03日 14:44,2024年01月26日 17:56,上汽集团,(600104)
"
							:上汽集团(600104)股东对上汽忽悠式回购意见很大，希望不要再打压股价进行底价回购，另外如果贵司有意回购方式维稳股价，请贵司做出该有的样子，不要贴最底回购额回购，不要打压股价，快速回购额度，不要拉的战线太长，贵司的这个股价绝对不是正常市场经济反应出来的。7年股价下跌，无视一切利好，一味做空。
						","
							您好，公司开展股份回购是为了维护股东利益，强化投资者信心，不存在任何打压股价的动机和行为，自2020年以来，公司已实施三轮股份回购，截至目前，累计投入资金超过38亿元，并已公告对首轮回购的约1.08亿股股份进行注销。目前公司正在实施第三轮股份回购，具体实施情况请参阅公司每月发布的回购进展公告；后续公司将结合市场实际情况，继续做好本轮股份回购工作，努力改善公司市值表现，积极回报广大投资者的支持。
						",2024年01月03日 09:04,2024年01月12日 17:18,上汽集团,(600104)
"
							:上汽集团(600104)公司整车有用到车载以太网吗？
						","
							您好，公司整车需要使用车载以太网。
						",2024年01月02日 10:48,2024年01月12日 17:18,上汽集团,(600104)
"
							:上汽集团(600104)董秘，请问今年年报分红会不会和去年一样。低于当年实现利润的30%。分红变少，是企业经营压力大，业绩预期变差的直接明示。
						","
							您好，《公司章程》中关于利润分配政策有明确的规定：“公司年度内现金分红总额（包括中期已分配的现金红利）不低于当年度经审计合并报表归属于上市公司股东的净利润的百分之三十。公司当年度实施股票回购所支付的现金视同现金股利。”公司将充分考虑对投资者的回报并兼顾公司可持续发展的需要，合理制定年度分红方案。
						",2024年01月02日 10:09,2024年01月12日 17:18,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，公司海外的商船，有没有在受到红海局势的影响？ 
						","
							您好，目前公司发往欧洲的航船已采用绕行好望角的方式，后续将视情况变化，经综合评估后采取相应的航行策略。
						",2023年12月27日 14:44,2024年01月12日 17:18,上汽集团,(600104)
"
							:上汽集团(600104)公司23年的汽车出口数量同比去年估计涨幅不到20%，而其他车企比如奇瑞、长城、吉利、比亚迪出口同比去年涨幅百分比都超过上汽，上汽有没有找找原因啊？像俄罗斯、中亚、马来西亚等市场难道上汽没有出口吗？ 
						","
							您好，2023年上汽海外销量达120.8万辆，较2022年全年海外销量101.7万辆增长18.8%，在中国汽车企业中连续八年领跑，其中自主品牌占比近92%，新能源车销量占比近24%。基于星云纯电专属系列化平台的“上汽首款全球车”MG4 EV已登陆全球六大洲80余个国家，2023年在欧洲销量突破10万辆大关，成为“紧凑型纯电动车销量冠军”，欧洲也成为上汽首个“二十万辆级”海外区域市场。
						",2023年12月27日 14:00,2024年01月12日 17:18,上汽集团,(600104)
"
							:上汽集团(600104)董秘好！现今众多造车新秀崛起，公司面临着前所未有的竞争，股价持续低迷，归根结底还是要紧跟市场，勇于改革创新，加大战略转型力度，请问公司现在能转化成市场竞争力的核心优势在哪里？
						","
							您好，公司核心竞争力主要体现在：一是面向用户新需求，重塑体系新优势。公司“以用户为中心”加快转变经营模式，通过运用智能化和数字化技术，着力提升线上直联用户的运营服务能力；通过深入推进营销变革，让全业务链都紧紧围绕用户需求，一切从用户出发，更好地为用户创造价值。在面向智能电动车新赛道转换的行业变革过程中，公司充分发挥在传统赛道上积累的用户基盘、服务网络、产业布局以及稳定的现金流、成熟的造车体系等优势，不断夯实业务体系基础，提升资源保障能力，持续推动品牌焕新。二是面向行业新赛道，打造技术新优势。公司把握“场景创造价值、数据决定体验、软件定义汽车”的行业变革趋势，着力打造新一代智能电动车的整车架构，并以此拉动多个整车技术攻关项目，加快关键技术研发和落地，塑造从芯片、操作系统、软件、数据闭环到对应场景的全新整车集成能力，具备中央集中式控制结合区/域控制、云管端一体化、数据驱动和迭代、智能感知、智能驾驶、智能座舱、整车运动智能控制、一体式铸造、分布式制造等产品和制造技术的最新特征。同时，公司紧盯技术发展趋势，在固态电芯、800V高压、ChatGPT人工智能和机器学习的技术应用、可再生能源和材料科学等领域，加大技术研发深度，加快形成自主核心能力。三是面向未来新发展，共筑合作新优势。公司传承发扬合作文化，始终坚持与全球合作伙伴共创共赢，不断向更广领域、更高水平、更深层次拓展合作新空间。
						",2023年12月27日 11:15,2024年01月12日 17:18,上汽集团,(600104)
"
							:上汽集团(600104)请问董秘上汽集团今年销量目标能完成吗？具体销量是否能突破500万辆吗？ 
						","
							您好，上汽集团2023年销售整车502万辆，四个季度的整车销量分别为89、118、131、164万辆，实现“逐季环比连涨”，企稳回升势头不断增强。
						",2023年12月26日 15:39,2024年01月12日 17:18,上汽集团,(600104)
"
							:上汽集团(600104)你好，董秘；曾在2022年02月11日回复上汽集团对公司的官网已经开始结合用户需求着手制定改版方案，以适应新时代的需要也是商业需要。请问公司官网改版大换血现在的进度如何了？什么时候上线？
						","
							您好，公司官网根据业务需要持续优化调整中，感谢您的关注和建议。
						",2023年12月22日 16:04,2023年12月29日 17:50,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，公司第三轮回购进展缓慢，现在公司股价低迷，希望公司能加快第三轮回购进程。
						","
							您好，公司将结合市场实际情况，继续做好本轮股份回购工作，感谢您的关注和建议。
						",2023年12月18日 15:38,2023年12月29日 17:47,上汽集团,(600104)
"
							:上汽集团(600104)今年上汽在6月12号公告回购10-20亿元进行股权激励，回购期限一年，前面两年已进行两期合计回购了1.88亿股，累计花费回购35.8亿元，目前回购账户有1.08亿股即将在1月到期注销，但本次最新回购出台半年过去了，到现在才回购5800万元，占比5.8%-2.9% ，上汽连续三年出台回购股权激励，回购金融都是压着最低线。公司股价连跌三年，这算不算忽悠式回购，目前绝大多数股东对上汽这个回购意见最大！
						","
							您好，自2020年以来，公司已实施三轮股份回购，截至目前，累计投入资金超过38亿元，并已公告将对首轮回购的约1.08亿股股份进行注销。目前公司正在实施第三轮股份回购，具体实施情况请参阅公司每月发布的回购进展公告；后续公司将结合市场实际情况，继续做好本轮股份回购工作，努力改善公司市值表现，积极回报广大投资者的支持。
						",2023年12月18日 11:33,2023年12月29日 17:46,上汽集团,(600104)
"
							:上汽集团(600104)12月15日，证监会发布《回购规则》，增强回购制度包容度和便利性，推动上市公司重视回购、实施回购、规范回购，积极维护公司价值和股东权益。
而贵司三年忽悠式回购，股价7年新低？存在压低股价行为嫌疑，公司全项营业数据在同行都位列前茅，但市值缺创7年新低，毫无维护公司价值和股东利益的行为。请贵司直面给各股东一个交代。不要说有重视股东利益，市值说明一切。严查
						","
							您好，感谢关注。
						",2023年12月18日 10:54,2023年12月29日 17:46,上汽集团,(600104)
"
							:上汽集团(600104)尊敬的董秘，贵集团每年如此之高的营收，如此低的净利润，管理层不觉得有问题？远远低于同行啊！预计这一情况啥时候能扭转？能给投资者一个预期吗？
						","
							您好，面对日益激烈的市场竞争，公司将抢抓市场机遇，聚焦经营改善，大力降本增效，努力提升经营质量，在市场竞争的“长跑”中，展现发展的韧劲，回报广大投资者的信任和支持。
						",2023年12月18日 09:51,2023年12月29日 17:46,上汽集团,(600104)
"
							:上汽集团(600104)建议出台持有上汽集团股票3个月以上的股东，购买上汽旗下或者合资车进行打折优惠，希通过制定持股额度推出相应优惠力度，相信对贵公司股票价格稳定提升和对车辆销售会有足够利好。

						","
							您好，感谢您的关注和建议。
						",2023年12月18日 09:50,2023年12月29日 17:46,上汽集团,(600104)
"
							:上汽集团(600104)昔日贵司陈总股东大会和bba对比股价，请问今年宝马创新高，而贵司还是破新低。请问陈总现在和谁对比？和中石化，中石油吗？贵司说公司无理由做空自己公司股价，而贵司的忽悠式回购不是变形做空股价吗？
						","
							您好，感谢您的关注。
						",2023年12月15日 18:16,2023年12月29日 17:46,上汽集团,(600104)
"
							:上汽集团(600104)现在互联网上铺天盖地抹黑上汽的文章和短视频，严重影响到了公司的形象，影响公司的销量，影响公司的市值，更有甚者把上汽贴上了买办的标签！请问上汽作为一家国企为何不采取法律的手段维护自己的正义，公司知道谣言的杀伤力有多么可怕，为何还要让谣言继续攻击企业，这不是一家合格公司的做法，参考特斯拉的事件！！
						","
							您好，感谢您对上汽集团的关注和建议。
						",2023年12月15日 11:39,2023年12月29日 17:46,上汽集团,(600104)
"
							:上汽集团(600104)请问贵司会参与和华为、长安拟合作的新公司吗？
						","
							您好，感谢您的关注。
						",2023年12月13日 14:19,2023年12月29日 17:46,上汽集团,(600104)
"
							:上汽集团(600104)最近看到智己LS6表现的还可以。造好产品好价格好服务能迅速打开市场。
						","
							您好，智己LS6已连续7周蝉联国内中大型纯电SUV销量冠军，感谢您的关注和肯定。
						",2023年12月13日 08:37,2023年12月29日 17:46,上汽集团,(600104)
"
							:上汽集团(600104)五菱和宝骏的乘用车产品系列，可以往Mini车型和K-Car车型发展，小尺寸有大空间的产品一定会受到消费者欢迎，不要去做没有优势的三厢和SUV。上汽品牌这么多，一定要做到各品牌在各自细分市场具有竞争优势。在竞争激烈的当下，做好产品规划，提高产品外形内饰设计比堆车型数量更有意义。
						","
							您好，感谢您的建议。
						",2023年12月12日 18:26,2023年12月29日 17:43,上汽集团,(600104)
"
							:上汽集团(600104)请问董秘，贵公司的市值在同行业之中排名不断下降，是不是因为公司的经营管理出了问题？公司采取了哪些措施来维护投资者的利益？
						","
							您好，面对行业大变革，公司在努力保持经营业绩总体稳健的基础上，加快创新转型，努力以进促稳；同时，为了维护股东利益，强化投资者信心，自2020年以来公司实施了三轮回购，累计使用回购资金超过38亿元，控股股东上汽总公司还开展了大股东增持，累计增持16亿元。此外，公司长期保持稳定分红，已连续十年现金分红比例超过30%，近十年累计分红超过1330亿元。
						",2023年12月12日 14:49,2023年12月29日 17:43,上汽集团,(600104)
"
							:上汽集团(600104)上汽子品牌这么多，需要各自产品系列定位清晰，MG主打运动车型（两厢车、跑车），荣威家庭用车（三厢轿车、SUV、MPV)，飞凡换电，智己走高端路线，大通可以定位房车和越野，现在其他厂家推出方盒子造型越野车很多了，建议大通领地改变外观造型，也可以推出类似车型。
						","
							您好，感谢您的建议。
						",2023年12月12日 13:40,2023年12月29日 17:42,上汽集团,(600104)
"
							:上汽集团(600104)公司是否加入华为鸿蒙系统原生应用开发呢？如智己APP。一个好产品就要适应多个平台才会获得巨大的流量，如微信产品也开发适配多个系统的应用，给用户得到良好的体验同时获得传播流量。。
						","
							您好，公司坚持自主创新与开放合作并举，对包括华为在内的科技企业始终秉持开放合作的态度，致力实现共赢发展，努力共创汽车产业新生态，感谢您的建议。
						",2023年12月12日 08:58,2023年12月29日 17:42,上汽集团,(600104)
"
							:上汽集团(600104)和华为合作的车企同时也在自研自己的系统，为何贵司执意一条腿走路？从零开始做（零束）？接下来的市场很残酷，口碑一直这样崩坏，以后只能以价换量，没有最低，只有更低！
						","
							您好，感谢您的关注和建议。在加快向智能电动车新赛道转型的过程中，公司始终坚持自主创新与开放合作并举，近日，智己汽车搭载L3级自动驾驶功能的车辆，已在上海市正式获得高快速路自动驾驶测试牌照，智己汽车IM AD高速NOA已覆盖全国333城的高速路段和59城高架路段，高速高架NOA适用道路总计长达38.9万公里，公司自主创新的成果正在加快落地。同时，公司对包括华为在内的科技企业始终秉持开放合作的态度，发挥各自所长、致力实现共赢发展，努力共创汽车产业新生态。
						",2023年12月12日 08:33,2023年12月29日 17:42,上汽集团,(600104)
"
							:上汽集团(600104)请问要注销的股票什么时候能完成注销？能不能加快回购进度，目前价格已经不算高了吧。
						","
							您好，注销此次回购股份的安排敬请查阅公司于2023年10月27日发布的《关于注销回购股份并减少注册资本暨通知债权人的公告》相关内容，待注销完成公司将发布公告。关于2023年的回购，公司将根据市场情况择机回购，并将按有关规定及时履行信息披露义务，感谢您的关注和建议。
						",2023年12月11日 18:23,2023年12月29日 17:42,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，之前公司公告MG印度跟本土企业JSW集团达成战略合作，转让35%股份给JSW，请问价格是多少？这一信息什么时候可以披露？
						","
							您好，如有重大事项，公司将履行信息披露义务。
						",2023年12月11日 17:38,2023年12月29日 17:38,上汽集团,(600104)
"
							:上汽集团(600104)请问下一次股东大会在什么时候？ 
						","
							您好，具体时间请关注公司发布的股东大会通知公告。
						",2023年12月11日 16:36,2023年12月29日 17:38,上汽集团,(600104)
"
							:上汽集团(600104)公司回购股份又跟去年一样，雷声大雨点小，能不能加快回购挽回下股价颓势，拿出点诚意来
						","
							您好，自2020年以来，公司已实施三轮股份回购，截至目前，累计投入资金超过38亿元，并已公告将对首轮回购的约1.08亿股股份进行注销。目前公司正在实施第三轮股份回购，具体实施情况请参阅公司每月发布的回购进展公告；后续公司将严格按照有关法律法规要求，并结合市场实际情况，继续做好本轮股份回购工作，努力改善公司市值表现，积极回报广大投资者的支持。
						",2023年12月07日 12:06,2023年12月15日 17:22,上汽集团,(600104)
"
							:上汽集团(600104)董秘你好，上汽与上海国资委反馈过当前市值问题吗？ 
						","
							您好，谢谢关注。
						",2023年12月06日 17:03,2023年12月15日 17:22,上汽集团,(600104)
"
							:上汽集团(600104)你好，请问贵公司和百联集团有合作吗？是否有业务上的往来
						","
							您好，上汽集团和百联集团同属上海国资系统，相关业务合作信息您可以从公开资料查询。
						",2023年12月06日 15:24,2023年12月15日 17:22,上汽集团,(600104)
"
							:上汽集团(600104)请问您认为贵公司面临怎样程度的气候风险？其中面临的物理气候风险、转型气候风险分别为怎样的程度？请您分别为贵公司面临的气候风险（整体）、物理气候风险、转型气候风险的程度打分，请打1-5分，1为面临的风险程度最低，5为面临的风险程度最高。谢谢！
						","
							您好，感谢您的关注，公司将适时披露相关ESG信息。
						",2023年12月06日 11:20,2023年12月15日 17:18,上汽集团,(600104)
"
							:上汽集团(600104)ls6让我确认了上汽三电水平世界一流，但设计世界三流，外观内饰槽点无数，比亚迪原来也是这样，但请了艾格后有了质的飞跃，上汽实在不行也请个国际大牌设计师回来吧，真的白瞎了这么好的技术。
						","
							您好，感谢您的关注和建议。
						",2023年12月04日 11:05,2023年12月15日 17:16,上汽集团,(600104)
"
							:上汽集团(600104)上汽今年好像还是出口冠军，但新能源海外车型只有mg4？主要市场在欧洲？比亚迪atto3，海豚，海豹什么的都海外上市了，进入的市场也比上汽多，上汽没危机感？
						","
							您好，公司销往海外的新能源产品除MG4 EV以外，还有自主品牌MG EZS、MG eHS等其他车型以及上汽通用五菱和上汽大通的整车产品。今年1-11月份，上汽海外市场销量达到106.7万辆，同比增长20.8%，已超过去年全年，并且自主品牌销量占比超过九成，在中国汽车企业中保持领跑。“中国人首款全球车”MG4 EV，目前成功登陆全球六大洲80余个国家，海外销量“月月破万”，在欧洲，今年前11个月上汽MG品牌累计销售超过22万辆，同比翻番。根据欧洲汽车制造商协会（ACEA）统计，上汽已经历史性地进入了欧洲汽车市场车企月度销量排行TOP10。今年上汽将继续加速快跑，向全年120万辆海外市场销售目标发起冲刺。
						",2023年12月04日 10:51,2023年12月15日 17:15,上汽集团,(600104)
