company_name,company_code,question,answer,ask_date
上汽集团,(600104),公司23年的汽车出口数量同比去年估计涨幅不到20%，而其他车企比如奇瑞、长城、吉利、比亚迪出口同比去年涨幅百分比都超过上汽，上汽有没有找找原因啊？像俄罗斯、中亚、马来西亚等市场难道上汽没有出口吗？,2023年上汽海外销量达到120.8万辆，相较于2022年全年销量101.7万辆增长了18.8%，连续八年在中国汽车企业中位居首位，自主品牌占比接近92%，新能源车销量占比近24%。基于星云纯电专属系列化平台打造的“上汽首款全球车”MG4 EV已进入全球六大洲超过80个国家市场，同年在欧洲销量成功突破10万辆，荣获“紧凑型纯电动车销量冠军”称号，欧洲因此成为上汽首个实现“二十万辆级”销量的海外区域市场。,2023年12月27日
上汽集团,(600104),上汽集团现今面临着前所未有的竞争，股价持续低迷。归根结底，公司需要紧跟市场，勇于改革创新，加大战略转型力度。请问上汽集团现在能转化成市场竞争力的核心优势在哪里？,"公司核心竞争力主要包括两个方面：

一方面，公司以用户需求为导向，加快经营模式转型。运用智能化和数字化技术提升线上直联用户的运营服务能力，并通过深化营销变革，使全业务链紧密围绕用户需求，从用户出发创造价值。在智能电动车新赛道的行业变革中，公司充分利用积累的用户基础、服务网络、产业布局以及稳健的现金流、成熟的造车体系等优势，强化业务体系基础，增强资源保障能力，持续推进品牌更新。

另一方面，公司紧跟行业变革趋势，打造面向新一代智能电动车的技术优势。把握“场景创造价值、数据决定体验、软件定义汽车”的理念，构建全新的整车架构，并拉动多个整车技术攻关项目，加速关键技术研发落地，形成包括芯片、操作系统、软件、数据闭环到对应场景的全新整车集成能力。产品和技术具备中央集中式控制、云管端一体化、数据驱动迭代、智能感知、智能驾驶、智能座舱、整车运动智能控制、一体式铸造、分布式制造等最新特征。同时，公司在固态电芯、800V高压、ChatGPT人工智能与机器学习应用、可再生能源及材料科学等领域深入研发，以期快速构建自主核心能力。

此外，面向未来的发展，公司秉持合作文化，坚持与全球合作伙伴共创共赢，持续拓展更广阔、更高层次、更深领域的合作新空间。",2023年12月27日
上汽集团,(600104),上汽集团今年销量目标能完成吗？具体销量是否能突破500万辆吗？,上汽集团2023年销售整车502万辆，四个季度的整车销量分别为89、118、131、164万辆，呈现“逐季环比连涨”态势，企稳回升趋势日益增强。,2023年12月26日
上汽集团,(600104),上汽集团曾在2022年02月11日回复称，对公司的官网已经开始结合用户需求着手制定改版方案，以适应新时代和商业需要。请问上汽集团官网改版的当前进度如何？预计何时上线？,公司官网持续根据业务需要进行优化调整中，感谢您的关注和建议。,2023年12月22日
上汽集团,(600104),上汽集团第三轮回购进展缓慢，目前公司股价低迷，希望上汽集团能加快第三轮回购进程。,公司将结合市场实际情况，继续做好本轮股份回购工作。,2023年12月18日
上汽集团,(600104),上汽集团在今年6月12日发布公告，计划回购10-20亿元用于股权激励，回购期限为一年。在此之前两年，上汽集团已进行了两期回购，累计回购了1.88亿股，花费35.8亿元进行回购。目前，上汽集团的回购账户中有1.08亿股即将在1月到期注销，但本次最新的回购计划出台半年以来，至今仅回购5800万元，占原计划比例5.8%-2.9%。上汽集团连续三年推出股权激励回购计划，回购金额均接近最低线。公司股价已连续下跌三年，这是否属于“忽悠式”回购？目前，绝大多数股东对上汽集团此次回购意见最为强烈！,自2020年以来，公司已实施三轮股份回购，累计投入资金超过38亿元，并公告将对首轮回购的约1.08亿股股份进行注销。目前正处于第三轮股份回购阶段，详细实施情况可在每月发布的回购进展公告中查阅。后续，公司将依据市场实际情况，持续开展本轮股份回购工作，旨在改善公司市值表现并积极回馈投资者的支持。,2023年12月18日
上汽集团,(600104),上汽集团每年如此之高的营收，如此低的净利润，管理层不觉得有问题？这一情况远远低于同行。请问预计何时能扭转这一局面，并能否给投资者提供一个预期？,面对日益激烈的市场竞争，公司将抢抓市场机遇，聚焦经营改善，大力降本增效，努力提升经营质量，在市场竞争的“长跑”中展现发展的韧劲，回报广大投资者的信任和支持。,2023年12月18日
上汽集团,(600104),上汽集团最近推出的智己LS6表现良好。打造优质产品、合理价格和优秀服务，有助于上汽集团迅速打开市场。,智己LS6已连续7周蝉联国内中大型纯电SUV销量冠军。,2023年12月13日
上汽集团,(600104),上汽集团的市值在同行业之中排名不断下降，是不是因为上汽集团的经营管理出了问题？上汽集团采取了哪些措施来维护投资者的利益？,面对行业大变革，公司在维持经营业绩总体稳健的同时，正加快创新转型，以进促稳。自2020年以来，公司已实施三轮回购，累计投入回购资金超过38亿元；控股股东上汽总公司也进行了大股东增持行动，累计增持金额达到16亿元。另外，公司长期保持稳定分红政策，连续十年现金分红比例超30%，近十年累计分红总额超过1330亿元。,2023年12月12日
上汽集团,(600104),上汽集团是否加入华为鸿蒙系统原生应用开发呢？如上汽集团的智己APP。一个好产品要适应多个平台才能获得巨大流量，例如微信产品也开发适配多个系统的应用，以在提供良好用户体验的同时获取传播流量。,公司坚持自主创新与开放合作并举，对包括华为在内的科技企业始终保持开放合作态度，目标实现共赢发展，共同构建汽车产业新生态。,2023年12月12日
上汽集团,(600104),上汽集团为何执意一条腿走路，从零开始做（零束）？考虑到接下来市场环境的残酷性以及口碑持续崩坏的趋势，上汽集团未来是否只能采取以价换量的策略，且价格竞争将不断加剧，没有最低，只有更低！,在向智能电动车新赛道转型的过程中，公司始终坚持自主创新与开放合作并举。近日，智己汽车的L3级自动驾驶功能车辆，在上海市正式获得高快速路自动驾驶测试牌照。智己汽车IM AD高速NOA已覆盖全国333城的高速路段和59城高架路段，适用道路总计长达38.9万公里，公司的自主创新成果正在加快落地。同时，公司对包括华为在内的科技企业秉持开放合作态度，发挥各自优势、致力于共赢发展，共同构建汽车产业新生态。,2023年12月12日
上汽集团,(600104),"原文中并未出现指代上汽集团的命名实体，因此无需替换。以下是去掉打招呼、寒暄语句后的句子：

请问要注销的股票什么时候能完成注销？能不能加快回购进度，目前价格已经不算高了吧。",注销此次回购股份的安排，请查阅公司于2023年10月27日发布的《关于注销回购股份并减少注册资本暨通知债权人的公告》相关内容，待注销完成后公司将发布公告。对于2023年的回购，公司将根据市场情况适时进行，并将按照规定及时进行信息披露。,2023年12月11日
上汽集团,(600104),上汽集团之前公告，MG印度已与本土企业JSW集团达成战略合作，转让35%股份给JSW。请问交易价格是多少？这一信息何时可以披露？,如有重大事项，公司将履行信息披露义务。,2023年12月11日
上汽集团,(600104),请问上汽集团下一次股东大会在什么时候？,具体时间请关注公司发布的股东大会通知公告。,2023年12月11日
上汽集团,(600104),公司回购股份又跟去年一样，雷声大雨点小，能不能加快回购挽回下股价颓势，拿出点诚意来,您好，自2020年以来，公司已实施三轮股份回购，截至目前，累计投入资金超过38亿元，并已公告将对首轮回购的约1.08亿股股份进行注销。目前公司正在实施第三轮股份回购，具体实施情况请参阅公司每月发布的回购进展公告；后续公司将严格按照有关法律法规要求，并结合市场实际情况，继续做好本轮股份回购工作，努力改善公司市值表现，积极回报广大投资者的支持。,2023年12月07日
上汽集团,(600104),你好，请问贵公司和百联集团有合作吗？是否有业务上的往来,上汽集团和百联集团同属上海国资系统，相关业务合作信息可从公开资料查询。,2023年12月06日
上汽集团,(600104),请问上汽集团认为自身面临怎样程度的气候风险？其中面临的物理气候风险、转型气候风险分别为怎样的程度？请上汽集团分别为自身面临的气候风险（整体）、物理气候风险、转型气候风险的程度打分，请打1-5分，1为面临的风险程度最低，5为面临的风险程度最高。,公司将适时披露相关ESG信息。,2023年12月06日
上汽集团,(600104),上汽集团今年似乎仍旧是出口冠军，但其新能源海外车型仅有MG4？主要市场集中在欧洲？相比之下，比亚迪已有多款车型如Atto 3、海豚、海豹等在海外市场上市，并且进入的市场比上汽集团更多。对于这种情况，上汽集团是否感受到危机感？,公司销往海外的新能源产品包括但不限于MG4 EV，还有自主品牌MG EZS、MG eHS等其他车型以及上汽通用五菱和上汽大通的整车产品。今年1-11月份，上汽海外市场销量达到106.7万辆，同比增长20.8%，已超过去年全年总销量，并且自主品牌的销售占比超过九成，在中国汽车企业中持续领跑。被称作“中国人首款全球车”的MG4 EV，目前已成功进入全球六大洲80多个国家市场，海外销量实现“月月破万”。在欧洲地区，今年前11个月上汽MG品牌累计销量超过22万辆，同比翻倍增长。据欧洲汽车制造商协会（ACEA）统计，上汽已历史性地跻身欧洲汽车市场车企月度销量排行TOP10。今年，上汽将持续加速发展，向全年120万辆海外市场销售目标冲刺。,2023年12月04日
上汽集团,(600104),"上汽集团董秘，您好，请问上汽集团每天都有大量转融通14天期限和7天期限的业务，如果不是上汽集团大股东自身进行的转融通操作，能否查明是哪位大股东在进行转融通？鉴于上汽集团前十大股东已承诺未来一年内不减持，为何仍通过转融通做空股票，这是否违反了承诺？对于违反承诺的行为，是否有相应的惩罚措施？请正面回答。 

（调整后）

请问上汽集团是否存在每天大量进行14天期限和7天期限的转融通业务的情况，若非上汽集团大股东自身操作，能否查出具体涉及的大股东？鉴于上汽集团前十大股东已承诺未来一年不减持，通过转融通做空股票是否违背了承诺？针对违反承诺的行为，公司有何相应惩罚措施？敬请正面回应。",公司大股东未进行转融通出借，不存在任何“做空股票”的动机和行为。,2023年12月04日
上汽集团,(600104),上汽集团您好，请问上汽集团计划明年率先上市的智己汽车所搭载的固态电池是半固态电池还是全固态电池？,2024年起，半固态电池将在公司不同车型上实现量产应用。这种电池产品和工艺的快速迭代，使得电池在安全性、能量密度上有所提升，并能实现动力电池成本下降近30%，为用户带来更具性价比的新能源汽车选择。,2023年12月04日
上汽集团,(600104),上汽集团投资研发的半固态电池2024年大概什么时候能实现应用？,2024年起，半固态电池将在公司不同车型上实现量产应用。此类电池产品和工艺的快速迭代，使得电池更安全、能量密度更高，并能实现动力电池成本下降近30%，为用户提供更具性价比的新能源汽车选择。,2023年11月30日
上汽集团,(600104),上汽集团是否有与华为合作的意向，涉及目前备受关注的华为汽车题材？,在加快向智能电动车新赛道转型的过程中，公司始终坚持自主创新与开放合作并举，对包括华为在内的科技企业秉持开放合作态度，目标实现共赢发展，共同构建汽车产业新生态。如有重大事项，将在官方平台或指定媒体上发布。,2023年11月29日
上汽集团,(600104),上汽集团，华为计划成立一家新公司，专注于智能网联汽车业务。该新公司将逐步向现有的战略合作伙伴车企及具有战略价值的车企等投资者开放股权。请问上汽集团是否已收到入股邀请，对于后续是否有入股计划？,在加快向智能电动车新赛道转型的过程中，公司始终坚持自主创新与开放合作并举，对包括华为在内的科技企业秉持开放合作态度，致力于实现共赢发展，共同构建汽车产业新生态。如有重大事项，公司将在官方平台或指定媒体上发布。,2023年11月27日
上汽集团,(600104),上汽集团，华为已成立新公司，并明确表示期望该新公司成为股权多元化的实体，对具有战略价值的公司股权保持开放态度。上汽集团是否有意加入，从而不仅拥有实体也获得灵魂层面的优势？请正面回复。,在加快向智能电动车新赛道转型的过程中，公司始终坚持自主创新与开放合作并举，对包括华为在内的科技企业持开放合作态度，目标实现共赢发展，共同构建汽车产业新生态。如有重大事项，公司将在官方平台或指定媒体发布相关信息。,2023年11月27日
上汽集团,(600104),上汽集团是否考虑加入鸿蒙生态？不加入是否会错失良机，类似诺基亚执着于Windows Mobile的情况。,在加快向智能电动车新赛道转型的过程中，公司始终坚持自主创新与开放合作并举，对包括华为在内的科技企业秉持开放合作态度，致力于实现共赢发展，努力共创汽车产业新生态。如有重大事项，公司将在官方平台或指定媒体上发布。,2023年11月27日
上汽集团,(600104),上汽集团，您好。请问大众ID7为何没有对应的产品投放在上汽大众？,11月广州车展上，上汽大众ID.家族展出了ID.系列首款高端纯电轿车——ID.NEXT概念车。该车型融合了豪华、优雅、简约动感的设计语言，外观兼具个性与美感；车身采用大量生物基材料制作，有效降低能耗，实现整车碳排放下降55%，请保持关注。,2023年11月24日
上汽集团,(600104),上汽在智驾领域到底能不能对标华为？能，就要拿出产品来让大家测试，令人信服。不能，必须马上认清形势，放弃幻想，趁还有点底牌，马上去请求合作。现在这种产品没有，也不合作的样子是等死吗？怎么给我们股东交待？,"您好，在智驾领域，上汽正在积极塑造从芯片、操作系统、软件、数据闭环、运动控制系统、三电系统到对应场景的整车集成能力和技术创新优势，打造拥有“智慧的脑”、“强劲的心”、“敏捷的身”的全新“科技生命体”。
在“智慧的脑”方面，上汽打造行业内领先的“中央计算+区域控制”的全栈3.0智能车解决方案，全栈3.0是以智能驾驶和融合体验为终局，实现“舱、驾、算、联”四域合一，域控制器数量减半、数据带宽提升5倍、线束长度减少30%、OTA速度提升70%，IOT生态深度互融，支持数据闭环，让车辆具备很强的自学习、自进化和自成长能力，实现端到端的用户安全舒心出行体验。
在“强劲的心”方面，采用“碳纤维转子电机+800V高压电驱”超级组合的全新一代电驱动系统，新产品可以进入“2秒加速俱乐部”，给用户带来极致加速体验。同时，紧扣整车效率最优原则，通过采用电动车整车能量闭环技术，系统性降低整车能耗。
在“敏捷的身”方面，通过创新开发“整车中央协调运动控制器（VMC）技术”，挑战高难度的整车运动控制，基于智己新车型，中央协调运动控制器将分阶段纳入后轮转向控制、电动四驱控制、空气弹簧、电控减振器控制，并与制动系统深度融合，让车辆轻松应对各种复杂路况。
最近火爆的智己LS6具备“一键AI代驾”，以及“一键脱困”、“一键贴边”、“一键循迹”等创新功能，有效解决“停车难、倒车难”等用户痛点。这些都是上汽在智能化方面的最新成果，欢迎大家到店体验。
在加快向智能电动车新赛道转型的过程中，公司始终坚持自主创新与开放合作并举，努力共创汽车产业新生态。",2023年11月24日
上汽集团,(600104),请问贵公司有没有自动驾驶的车,"您好，上汽集团从2015年开始在智能驾驶系统、规控等领域进行了前瞻性研究，布局自动驾驶相关业务，公司已经掌握了高速驾驶引导、城市区域NOA、限定区域L4自动驾驶、导航辅助、自动泊车等多项智能驾驶功能开发相关的技术。目前，公司正在积极塑造从芯片、操作系统、软件、数据闭环、运动控制系统、三电系统到对应场景的整车集成能力和技术创新优势，打造拥有“强劲的心”、“敏捷的身”、“智慧的脑”的全新“科技生命体”。
今年上半年，Robotaxi项目成功获得全国首批无驾驶人路测牌照，营运里程超过230万公里，自研的BEV融合检测方案在国际检测榜单中排名总榜第一；智能重卡项目在宁波港、泉州港等开展调试及运营，加快开拓自动驾驶商业化发展新场景。2024年，公司首创的“整车中央协调运动控制器技术（VMC）”将量产落地，具备“蟹行移动、智能过弯、安全避让”等创新功能，使车辆能够在不同驾驶模式和复杂路况下，始终保持车身稳定，让新手“秒变”老司机，带来极致智能、极致舒适、极致安全的体验。2025年，上汽“中央计算+区域控制”全栈3.0智能车解决方案将全面落地，实现“舱、驾、算、联”四域合一，域控制器数量减半、数据带宽提升5倍、线束长度减少30%、OTA速度提升70%，IOT生态深度互融，支持数据闭环，车辆将具备自学习、自进化和自成长能力，成为人们最贴心的“智能出行伙伴”。",2023年11月17日
上汽集团,(600104),上汽集团在营销服务抓热点科技流量方面擅长，传统造车企业在制造工艺方面占优势。上汽集团要充分发挥自身长处，补齐短板，通过多合作增加汽车应用场景，丰富的应用场景及过硬的技术有助于上汽集团在激烈竞争中脱颖而出。据报道小米进军汽车领域，上汽集团将如何应对准备。,公司将会发挥自身在用户基盘、服务网络、产业布局以及稳定的现金流、成熟的造车体系等方面的优势。同时，积极把握“场景创造价值、数据决定体验、软件定义汽车”的行业变革趋势，重点打造新一代智能电动车的整车架构，并以此带动多个整车技术攻关项目，加快关键技术研发和落地。公司将针对用户痛点，研发推出更符合用户出行场景、提升用户体验的智能电动车新产品，力求实现同等车型“价格最优”、同等价格“配置最优”，以实现新赛道上的销量突破。在激烈的市场竞争中，不断提升核心竞争能力，构建面向未来、面向全球的竞争新优势，在转型发展的进程中实现最终胜出。,2023年11月16日
上汽集团,(600104),上汽集团，股市开始回暖，请问上汽集团有具体的回购计划吗？市值管理对上汽集团不重要吗？,自2020年以来，公司已实施三轮股份回购，累计投入资金超过38亿元，并已公告将对首轮回购的约1.08亿股股份进行注销。当前正处于第三轮股份回购的实施阶段，具体进度可参考公司每月发布的回购进展公告。后续，公司将严格遵循有关法律法规要求，结合市场实际情况，持续做好本轮股份回购工作，旨在改善公司市值表现，积极回馈投资者的支持。,2023年11月15日
上汽集团,(600104),上汽集团，建议不要再继续回购了。股价低迷成这样，上汽集团管理层有不可推卸之责任。上汽集团大股东有没有参与转融通业务打压公司股价。,自2020年以来，公司已实施三轮股份回购，截至目前，累计投入资金超过38亿元，并已公告将对首轮回购的约1.08亿股股份进行注销。公司以“真金白银”投入，对股东回报体现“真心实意”，回购股份均存放于专户进行管理和未曾进行转融通出借，无任何“做空自己”的动机和行为。,2023年11月15日
上汽集团,(600104),上汽集团：长期投资三年，中间有过浮盈，因看好上汽集团，又出现近10个点的浮亏，盈亏自负没问题，但令人郁闷的是汽车板块上涨、大盘上涨时上汽集团股价却下跌，股吧中批评声音众多。不清楚公司宣布的回购计划是否属实？放任外资任意做空，上汽集团股价无抵抗地下跌，这对公司真的光彩吗？回购已近半年，究竟是资金未能落实，还是通过转融通出借以赚钱并做空自家公司？确实令人费解！！,自2020年以来，公司已实施三轮股份回购，目前累计投入资金超过38亿元，并公告将对首轮回购的约1.08亿股股份进行注销。公司以“真金白银”投入，对股东回报“真心实意”。回购股份均存放于专户管理，未进行转融通出借，无任何“做空自己”的动机和行为。,2023年11月14日
上汽集团,(600104),上汽集团的股票一直不涨，是否和上汽集团的回购有关？有人认为，一些公司回购等于自己合法的坐庄，一直压着股价不动，以便尽可能低吸股票。,公司回购股份基于对公司未来发展的信心，旨在维护股东利益，无任何打压股价的动机和行为。,2023年11月14日
上汽集团,(600104),上汽集团股价长期破净资产，不做市值管理，会对上汽集团美誉度受损，于上汽集团于投资者都没有好处。未来上汽集团还会受到再融资限制。比亚迪首先是市值超越上汽集团接着就是利润下一步就是营业额，市场不断被小弟蚕食，上汽集团如何应对避免走诺基亚的老路。,"上汽集团将坚持以市场为导向，以自主品牌核心能力建设为主要抓手，通过重大创新成果的持续快速落地推动发展，并借助数字化转型作为支撑，实现制造与服务并举，目标建设一个品牌影响力更强、体系竞争力更优、体制机制更灵活的新上汽。计划至2025年，基本完成新老赛道的发展动力切换：

- 在品牌结构上，加快自主品牌发展步伐，使其在集团整体销量中的占比提升至60%。
- 在产品技术层面，实现从传统汽车向电动智能网联升级转变，构建涵盖芯片、操作系统、软件、数据闭环到对应场景的全新整车集成能力。新能源汽车在集团整体销量中占比达到50%，同时，装备L2级及以上技术的智能网联汽车在国内销量中的占比超过50%。
- 在市场结构方面，从侧重国内市场转向深耕国内与拓展海外市场并重，海外销量目标为150万辆，在集团整体销量中的占比超20%，力图成为具有全球汽车产业竞争力和国际品牌影响力的万亿级集团，努力争创世界一流汽车企业。",2023年11月14日
上汽集团,(600104),某大V微博上说上汽集团收购头部自动驾驶公司，请问是否是上汽集团。请回复，不要说以官方公告为准，有就是有没有就是没有。,公司如有重大事项，将会在官方平台或指定媒体发布。,2023年11月13日
